ID|KOD|NAME|PARENT_ID
2673|X67.9|Преднамеренное самоотравление и воздействие другими газами и парообразными веществами. В неуточненном месте|2663
2674|X66|Преднамеренное самоотравление и воздействие органическими растворителями, галогенсодержащими углеводородами и их парами|2475
2675|X66.0|Преднамеренное самоотравление и воздействие органическими растворителями, галогенсодержащими углеводородами и их парами. В доме, квартире, жилом здани|2674
2676|X66.1|Преднамеренное самоотравление и воздействие органическими растворителями, галогенсодержащими углеводородами и их парами. В специальном учреждении для |2674
2677|X66.2|Преднамеренное самоотравление и воздействие органическими растворителями, галогенсодержащими углеводородами и их парами. В школе, другом учреждении и |2674
2678|X66.3|Преднамеренное самоотравление и воздействие органическими растворителями, галогенсодержащими углеводородами и их парами. Падение на площадке для занят|2674
2679|X66.4|Преднамеренное самоотравление и воздействие органическими растворителями, галогенсодержащими углеводородами и их парами. На улице или автомагистрали|2674
2680|X66.5|Преднамеренное самоотравление и воздействие органическими растворителями, галогенсодержащими углеводородами и их парами. В учреждении и районе торговл|2674
2681|X66.6|Преднамеренное самоотравление и воздействие органическими растворителями, галогенсодержащими углеводородами и их парами. На производственных и строите|2674
2682|X66.7|Преднамеренное самоотравление и воздействие органическими растворителями, галогенсодержащими углеводородами и их парами. На ферме|2674
2683|X66.8|Преднамеренное самоотравление и воздействие органическими растворителями, галогенсодержащими углеводородами и их парами. В других уточненных местах|2674
2684|X66.9|Преднамеренное самоотравление и воздействие органическими растворителями, галогенсодержащими углеводородами и их парами. В неуточненном месте|2674
2685|X65|Преднамеренное самоотравление и воздействие алкоголем|2475
2686|X65.0|Преднамеренное самоотравление и воздействие алкоголем. В доме, квартире, жилом здании|2685
2687|X65.1|Преднамеренное самоотравление и воздействие алкоголем. В специальном учреждении для проживания|2685
2688|X65.2|Преднамеренное самоотравление и воздействие алкоголем. В школе, другом учреждении и общественном административном районе|2685
2689|X65.3|Преднамеренное самоотравление и воздействие алкоголем. Падение на площадке для занятий спортом и спортивных соревнований|2685
2690|X65.4|Преднамеренное самоотравление и воздействие алкоголем. На улице или автомагистрали|2685
2691|X65.5|Преднамеренное самоотравление и воздействие алкоголем. В учреждении и районе торговли и обслуживания|2685
2692|X65.6|Преднамеренное самоотравление и воздействие алкоголем. На производственных и строительных площадях и в помещениях|2685
2693|X65.7|Преднамеренное самоотравление и воздействие алкоголем. На ферме|2685
2694|X65.8|Преднамеренное самоотравление и воздействие алкоголем. В других уточненных местах|2685
2695|X65.9|Преднамеренное самоотравление и воздействие алкоголем. В неуточненном месте|2685
2696|X64|Преднамеренное самоотравление и воздействие другими и неуточненными лекарственными средствами, медикаментами и биологическими веществами|2475
2697|X64.0|Преднамеренное самоотравление и воздействие другими и неуточненными лекарственными средствами, медикаментами и биологическими веществами. В доме, квар|2696
2698|X64.1|Преднамеренное самоотравление и воздействие другими и неуточненными лекарственными средствами, медикаментами и биологическими веществами. В специально|2696
2699|X64.2|Преднамеренное самоотравление и воздействие другими и неуточненными лекарственными средствами, медикаментами и биологическими веществами. В школе, дру|2696
2700|X64.3|Преднамеренное самоотравление и воздействие другими и неуточненными лекарственными средствами, медикаментами и биологическими веществами. Падение на п|2696
2701|X64.4|Преднамеренное самоотравление и воздействие другими и неуточненными лекарственными средствами, медикаментами и биологическими веществами. На улице или|2696
2702|X64.5|Преднамеренное самоотравление и воздействие другими и неуточненными лекарственными средствами, медикаментами и биологическими веществами. В учреждении|2696
2703|X64.6|Преднамеренное самоотравление и воздействие другими и неуточненными лекарственными средствами, медикаментами и биологическими веществами. На производс|2696
2704|X64.7|Преднамеренное самоотравление и воздействие другими и неуточненными лекарственными средствами, медикаментами и биологическими веществами. На ферме|2696
2705|X64.8|Преднамеренное самоотравление и воздействие другими и неуточненными лекарственными средствами, медикаментами и биологическими веществами. В других уто|2696
2706|X64.9|Преднамеренное самоотравление и воздействие другими и неуточненными лекарственными средствами, медикаментами и биологическими веществами. В неуточненн|2696
2707|X63|Преднамеренное самоотравление и воздействие другими лекарственными средствами, действующими на вегетативную нервную систему|2475
2708|X63.0|Преднамеренное самоотравление и воздействие другими лекарственными средствами, действующими на вегетативную нервную систему. В доме, квартире, жилом з|2707
2709|X63.1|Преднамеренное самоотравление и воздействие другими лекарственными средствами, действующими на вегетативную нервную систему. В специальном учреждении |2707
2710|X63.2|Преднамеренное самоотравление и воздействие другими лекарственными средствами, действующими на вегетативную нервную систему. В школе, другом учреждени|2707
2711|X63.3|Преднамеренное самоотравление и воздействие другими лекарственными средствами, действующими на вегетативную нервную систему. Падение на площадке для з|2707
2712|X63.4|Преднамеренное самоотравление и воздействие другими лекарственными средствами, действующими на вегетативную нервную систему. На улице или автомагистра|2707
2713|X63.5|Преднамеренное самоотравление и воздействие другими лекарственными средствами, действующими на вегетативную нервную систему. В учреждении и районе тор|2707
2714|X63.6|Преднамеренное самоотравление и воздействие другими лекарственными средствами, действующими на вегетативную нервную систему. На производственных и стр|2707
2715|X63.7|Преднамеренное самоотравление и воздействие другими лекарственными средствами, действующими на вегетативную нервную систему. На ферме|2707
2716|X63.8|Преднамеренное самоотравление и воздействие другими лекарственными средствами, действующими на вегетативную нервную систему. В других уточненных места|2707
2717|X63.9|Преднамеренное самоотравление и воздействие другими лекарственными средствами, действующими на вегетативную нервную систему. В неуточненном месте|2707
2718|X62|Преднамеренное самоотравление и воздействие наркотиками и психодислептиками [галлюциногенами], не классифицированные в других рубриках|2475
2719|X62.0|Преднамеренное самоотравление и воздействие наркотиками и психодислептиками [галлюциногенами], не классифицированные в других рубриках. В доме, кварти|2718
2720|X62.1|Преднамеренное самоотравление и воздействие наркотиками и психодислептиками [галлюциногенами], не классифицированные в других рубриках. В специальном |2718
2721|X62.2|Преднамеренное самоотравление и воздействие наркотиками и психодислептиками [галлюциногенами], не классифицированные в других рубриках. В школе, друго|2718
2722|X62.3|Преднамеренное самоотравление и воздействие наркотиками и психодислептиками [галлюциногенами], не классифицированные в других рубриках. Падение на пло|2718
2723|X62.4|Преднамеренное самоотравление и воздействие наркотиками и психодислептиками [галлюциногенами], не классифицированные в других рубриках. На улице или а|2718
2724|X62.5|Преднамеренное самоотравление и воздействие наркотиками и психодислептиками [галлюциногенами], не классифицированные в других рубриках. В учреждении и|2718
2725|X62.6|Преднамеренное самоотравление и воздействие наркотиками и психодислептиками [галлюциногенами], не классифицированные в других рубриках. На производств|2718
2726|X62.7|Преднамеренное самоотравление и воздействие наркотиками и психодислептиками [галлюциногенами], не классифицированные в других рубриках. На ферме|2718
2727|X62.8|Преднамеренное самоотравление и воздействие наркотиками и психодислептиками [галлюциногенами], не классифицированные в других рубриках. В других уточн|2718
2728|X62.9|Преднамеренное самоотравление и воздействие наркотиками и психодислептиками [галлюциногенами], не классифицированные в других рубриках. В неуточненном|2718
2729|X61|Преднамеренное самоотравление и воздействие противосудорожными,седативными, снотворными, противопаркинсоническими и психотропными средствами, не класс|2475
2730|X61.0|Преднамеренное самоотравление и воздействие противосудорожными,седативными, снотворными, противопаркинсоническими и психотропными средствами, не класс|2729
2731|X61.1|Преднамеренное самоотравление и воздействие противосудорожными,седативными, снотворными, противопаркинсоническими и психотропными средствами, не класс|2729
2732|X61.2|Преднамеренное самоотравление и воздействие противосудорожными,седативными, снотворными, противопаркинсоническими и психотропными средствами, не класс|2729
2733|X61.3|Преднамеренное самоотравление и воздействие противосудорожными,седативными, снотворными, противопаркинсоническими и психотропными средствами, не класс|2729
2734|X61.4|Преднамеренное самоотравление и воздействие противосудорожными,седативными, снотворными, противопаркинсоническими и психотропными средствами, не класс|2729
2735|X61.5|Преднамеренное самоотравление и воздействие противосудорожными,седативными, снотворными, противопаркинсоническими и психотропными средствами, не класс|2729
2736|X61.6|Преднамеренное самоотравление и воздействие противосудорожными,седативными, снотворными, противопаркинсоническими и психотропными средствами, не класс|2729
2737|X61.7|Преднамеренное самоотравление и воздействие противосудорожными,седативными, снотворными, противопаркинсоническими и психотропными средствами, не класс|2729
2738|X61.8|Преднамеренное самоотравление и воздействие противосудорожными,седативными, снотворными, противопаркинсоническими и психотропными средствами, не класс|2729
2739|X61.9|Преднамеренное самоотравление и воздействие противосудорожными,седативными, снотворными, противопаркинсоническими и психотропными средствами, не класс|2729
2740|X60|Преднамеренное самоотравление и воздействие неопиоидными анальгетиками, жаропонижающими и противоревматическими средствами|2475
2741|X60.0|Преднамеренное самоотравление и воздействие неопиоидными анальгетиками, жаропонижающими и противоревматическими средствами. В доме, квартире, жилом зд|2740
2742|X60.1|Преднамеренное самоотравление и воздействие неопиоидными анальгетиками, жаропонижающими и противоревматическими средствами. В специальном учреждении д|2740
2743|X60.2|Преднамеренное самоотравление и воздействие неопиоидными анальгетиками, жаропонижающими и противоревматическими средствами. В школе, другом учреждении|2740
2744|X60.3|Преднамеренное самоотравление и воздействие неопиоидными анальгетиками, жаропонижающими и противоревматическими средствами. Падение на площадке для за|2740
2745|X60.4|Преднамеренное самоотравление и воздействие неопиоидными анальгетиками, жаропонижающими и противоревматическими средствами. На улице или автомагистрал|2740
2746|X60.5|Преднамеренное самоотравление и воздействие неопиоидными анальгетиками, жаропонижающими и противоревматическими средствами. В учреждении и районе торг|2740
2747|X60.6|Преднамеренное самоотравление и воздействие неопиоидными анальгетиками, жаропонижающими и противоревматическими средствами. На производственных и стро|2740
2748|X60.7|Преднамеренное самоотравление и воздействие неопиоидными анальгетиками, жаропонижающими и противоревматическими средствами. На ферме|2740
2749|X60.8|Преднамеренное самоотравление и воздействие неопиоидными анальгетиками, жаропонижающими и противоревматическими средствами. В других уточненных местах|2740
2750|X60.9|Преднамеренное самоотравление и воздействие неопиоидными анальгетиками, жаропонижающими и противоревматическими средствами. В неуточненном месте|2740
2751|Y10-Y34|ПОВРЕЖДЕНИЕ С НЕОПРЕДЕЛЕННЫМИ НАМЕРЕНИЯМИ|934
2752|Y34|Неуточненные повреждения с неопределенными намерениями|2751
2753|Y34.0|Неуточненные повреждения с неопределенными намерениями. В доме, квартире, жилом здании|2752
2754|Y34.1|Неуточненные повреждения с неопределенными намерениями. В специальном учреждении для проживания|2752
2755|Y34.2|Неуточненные повреждения с неопределенными намерениями. В школе, другом учреждении и общественном административном районе|2752
2756|Y34.3|Неуточненные повреждения с неопределенными намерениями. Падение на площадке для занятий спортом и спортивных соревнований|2752
2757|Y34.4|Неуточненные повреждения с неопределенными намерениями. На улице или автомагистрали|2752
2758|Y34.5|Неуточненные повреждения с неопределенными намерениями. В учреждении и районе торговли и обслуживания|2752
2759|Y34.6|Неуточненные повреждения с неопределенными намерениями. На производственных и строительных площадях и в помещениях|2752
2760|Y34.7|Неуточненные повреждения с неопределенными намерениями. На ферме|2752
2761|Y34.8|Неуточненные повреждения с неопределенными намерениями. В других уточненных местах|2752
2762|Y34.9|Неуточненные повреждения с неопределенными намерениями. В неуточненном месте|2752
2763|Y33|Другие уточненные повреждения, не уточненные как случайные или преднамеренные|2751
2764|Y33.0|Другие уточненные повреждения, не уточненные как случайные или преднамеренные. В доме, квартире, жилом здании|2763
2765|Y33.1|Другие уточненные повреждения, не уточненные как случайные или преднамеренные. В специальном учреждении для проживания|2763
2766|Y33.2|Другие уточненные повреждения, не уточненные как случайные или преднамеренные. В школе, другом учреждении и общественном административном районе|2763
2767|Y33.3|Другие уточненные повреждения, не уточненные как случайные или преднамеренные. Падение на площадке для занятий спортом и спортивных соревнований|2763
2768|Y33.4|Другие уточненные повреждения, не уточненные как случайные или преднамеренные. На улице или автомагистрали|2763
2769|Y33.5|Другие уточненные повреждения, не уточненные как случайные или преднамеренные. В учреждении и районе торговли и обслуживания|2763
2770|Y33.6|Другие уточненные повреждения, не уточненные как случайные или преднамеренные. На производственных и строительных площадях и в помещениях|2763
2771|Y33.7|Другие уточненные повреждения, не уточненные как случайные или преднамеренные. На ферме|2763
2772|Y33.8|Другие уточненные повреждения, не уточненные как случайные или преднамеренные. В других уточненных местах|2763
2773|Y33.9|Другие уточненные повреждения, не уточненные как случайные или преднамеренные. В неуточненном месте|2763
2774|Y32|Авария моторного транспортного средства с неопределенными намерениями|2751
2775|Y32.0|Авария моторного транспортного средства с неопределенными намерениями. В доме, квартире, жилом здании|2774
2776|Y32.1|Авария моторного транспортного средства с неопределенными намерениями. В специальном учреждении для проживания|2774
2777|Y32.2|Авария моторного транспортного средства с неопределенными намерениями. В школе, другом учреждении и общественном административном районе|2774
2778|Y32.3|Авария моторного транспортного средства с неопределенными намерениями. Падение на площадке для занятий спортом и спортивных соревнований|2774
2779|Y32.4|Авария моторного транспортного средства с неопределенными намерениями. На улице или автомагистрали|2774
2780|Y32.5|Авария моторного транспортного средства с неопределенными намерениями. В учреждении и районе торговли и обслуживания|2774
2781|Y32.6|Авария моторного транспортного средства с неопределенными намерениями. На производственных и строительных площадях и в помещениях|2774
2782|Y32.7|Авария моторного транспортного средства с неопределенными намерениями. На ферме|2774
2783|Y32.8|Авария моторного транспортного средства с неопределенными намерениями. В других уточненных местах|2774
2784|Y32.9|Авария моторного транспортного средства с неопределенными намерениями. В неуточненном месте|2774
2785|Y31|Падение, лежание или бег перед движущимся объектом или на него с неопределенными намерениями|2751
2786|Y31.0|Падение, лежание или бег перед движущимся объектом или на него с неопределенными намерениями. В доме, квартире, жилом здании|2785
2787|Y31.1|Падение, лежание или бег перед движущимся объектом или на него с неопределенными намерениями. В специальном учреждении для проживания|2785
2788|Y31.2|Падение, лежание или бег перед движущимся объектом или на него с неопределенными намерениями. В школе, другом учреждении и общественном административн|2785
2789|Y31.3|Падение, лежание или бег перед движущимся объектом или на него с неопределенными намерениями. Падение на площадке для занятий спортом и спортивных сор|2785
2790|Y31.4|Падение, лежание или бег перед движущимся объектом или на него с неопределенными намерениями. На улице или автомагистрали|2785
2791|Y31.5|Падение, лежание или бег перед движущимся объектом или на него с неопределенными намерениями. В учреждении и районе торговли и обслуживания|2785
2792|Y31.6|Падение, лежание или бег перед движущимся объектом или на него с неопределенными намерениями. На производственных и строительных площадях и в помещени|2785
2793|Y31.7|Падение, лежание или бег перед движущимся объектом или на него с неопределенными намерениями. На ферме|2785
2794|Y31.8|Падение, лежание или бег перед движущимся объектом или на него с неопределенными намерениями. В других уточненных местах|2785
2795|Y31.9|Падение, лежание или бег перед движущимся объектом или на него с неопределенными намерениями. В неуточненном месте|2785
2796|Y30|Падение, прыжок или сталкивание с высоты с неопределенными намерениями|2751
2797|Y30.0|Падение, прыжок или сталкивание с высоты с неопределенными намерениями. В доме, квартире, жилом здании|2796
2798|Y30.1|Падение, прыжок или сталкивание с высоты с неопределенными намерениями. В специальном учреждении для проживания|2796
2799|Y30.2|Падение, прыжок или сталкивание с высоты с неопределенными намерениями. В школе, другом учреждении и общественном административном районе|2796
2800|Y30.3|Падение, прыжок или сталкивание с высоты с неопределенными намерениями. Падение на площадке для занятий спортом и спортивных соревнований|2796
2801|Y30.4|Падение, прыжок или сталкивание с высоты с неопределенными намерениями. На улице или автомагистрали|2796
2802|Y30.5|Падение, прыжок или сталкивание с высоты с неопределенными намерениями. В учреждении и районе торговли и обслуживания|2796
2803|Y30.6|Падение, прыжок или сталкивание с высоты с неопределенными намерениями. На производственных и строительных площадях и в помещениях|2796
2804|Y30.7|Падение, прыжок или сталкивание с высоты с неопределенными намерениями. На ферме|2796
2805|Y30.8|Падение, прыжок или сталкивание с высоты с неопределенными намерениями. В других уточненных местах|2796
2806|Y30.9|Падение, прыжок или сталкивание с высоты с неопределенными намерениями. В неуточненном месте|2796
2807|Y29|Контакт с тупым предметом с неопределенными намерениями|2751
2808|Y29.0|Контакт с тупым предметом с неопределенными намерениями. В доме, квартире, жилом здании|2807
2809|Y29.1|Контакт с тупым предметом с неопределенными намерениями. В специальном учреждении для проживания|2807
2810|Y29.2|Контакт с тупым предметом с неопределенными намерениями. В школе, другом учреждении и общественном административном районе|2807
2811|Y29.3|Контакт с тупым предметом с неопределенными намерениями. Падение на площадке для занятий спортом и спортивных соревнований|2807
2812|Y29.4|Контакт с тупым предметом с неопределенными намерениями. На улице или автомагистрали|2807
2813|Y29.5|Контакт с тупым предметом с неопределенными намерениями. В учреждении и районе торговли и обслуживания|2807
2814|Y29.6|Контакт с тупым предметом с неопределенными намерениями. На производственных и строительных площадях и в помещениях|2807
2815|Y29.7|Контакт с тупым предметом с неопределенными намерениями. На ферме|2807
2816|Y29.8|Контакт с тупым предметом с неопределенными намерениями. В других уточненных местах|2807
2817|Y29.9|Контакт с тупым предметом с неопределенными намерениями. В неуточненном месте|2807
2818|Y28|Контакт с острым предметом с неопределенными намерениями|2751
2819|Y28.9|Контакт с острым предметом с неопределенными намерениями. В неуточненном месте|2818
2820|Y28.0|Контакт с острым предметом с неопределенными намерениями. В доме, квартире, жилом здании|2818
2821|Y28.1|Контакт с острым предметом с неопределенными намерениями. В специальном учреждении для проживания|2818
2822|Y28.2|Контакт с острым предметом с неопределенными намерениями. В школе, другом учреждении и общественном административном районе|2818
2823|Y28.3|Контакт с острым предметом с неопределенными намерениями. Падение на площадке для занятий спортом и спортивных соревнований|2818
2824|Y28.4|Контакт с острым предметом с неопределенными намерениями. На улице или автомагистрали|2818
2825|Y28.5|Контакт с острым предметом с неопределенными намерениями. В учреждении и районе торговли и обслуживания|2818
2826|Y28.6|Контакт с острым предметом с неопределенными намерениями. На производственных и строительных площадях и в помещениях|2818
2827|Y28.7|Контакт с острым предметом с неопределенными намерениями. На ферме|2818
2828|Y28.8|Контакт с острым предметом с неопределенными намерениями. В других уточненных местах|2818
2829|Y27|Контакт с паром, горячими испарениями и горячими предметами с неопределенными намерениями|2751
2830|Y27.0|Контакт с паром, горячими испарениями и горячими предметами с неопределенными намерениями. В доме, квартире, жилом здании|2829
2831|Y27.1|Контакт с паром, горячими испарениями и горячими предметами с неопределенными намерениями. В специальном учреждении для проживания|2829
2832|Y27.2|Контакт с паром, горячими испарениями и горячими предметами с неопределенными намерениями. В школе, другом учреждении и общественном административном |2829
2833|Y27.3|Контакт с паром, горячими испарениями и горячими предметами с неопределенными намерениями. Падение на площадке для занятий спортом и спортивных соревн|2829
2834|Y27.4|Контакт с паром, горячими испарениями и горячими предметами с неопределенными намерениями. На улице или автомагистрали|2829
2835|Y27.5|Контакт с паром, горячими испарениями и горячими предметами с неопределенными намерениями. В учреждении и районе торговли и обслуживания|2829
2836|Y27.6|Контакт с паром, горячими испарениями и горячими предметами с неопределенными намерениями. На производственных и строительных площадях и в помещениях|2829
2837|Y27.7|Контакт с паром, горячими испарениями и горячими предметами с неопределенными намерениями. На ферме|2829
2838|Y27.8|Контакт с паром, горячими испарениями и горячими предметами с неопределенными намерениями. В других уточненных местах|2829
2839|Y27.9|Контакт с паром, горячими испарениями и горячими предметами с неопределенными намерениями. В неуточненном месте|2829
2840|Y26|Воздействие дымом, огнем и пламенем с неопределенными намерениями|2751
2841|Y26.0|Воздействие дымом, огнем и пламенем с неопределенными намерениями. В доме, квартире, жилом здании|2840
2842|Y26.1|Воздействие дымом, огнем и пламенем с неопределенными намерениями. В специальном учреждении для проживания|2840
2843|Y26.2|Воздействие дымом, огнем и пламенем с неопределенными намерениями. В школе, другом учреждении и общественном административном районе|2840
2844|Y26.3|Воздействие дымом, огнем и пламенем с неопределенными намерениями. Падение на площадке для занятий спортом и спортивных соревнований|2840
2845|Y26.4|Воздействие дымом, огнем и пламенем с неопределенными намерениями. На улице или автомагистрали|2840
2846|Y26.5|Воздействие дымом, огнем и пламенем с неопределенными намерениями. В учреждении и районе торговли и обслуживания|2840
2847|Y26.6|Воздействие дымом, огнем и пламенем с неопределенными намерениями. На производственных и строительных площадях и в помещениях|2840
2848|Y26.7|Воздействие дымом, огнем и пламенем с неопределенными намерениями. На ферме|2840
2849|Y26.8|Воздействие дымом, огнем и пламенем с неопределенными намерениями. В других уточненных местах|2840
2850|Y26.9|Воздействие дымом, огнем и пламенем с неопределенными намерениями. В неуточненном месте|2840
2851|Y25|Контакт со взрывчатым веществом с неопределенными намерениями|2751
2852|Y25.0|Контакт со взрывчатым веществом с неопределенными намерениями. В доме, квартире, жилом здании|2851
2853|Y25.1|Контакт со взрывчатым веществом с неопределенными намерениями. В специальном учреждении для проживания|2851
2854|Y25.2|Контакт со взрывчатым веществом с неопределенными намерениями. В школе, другом учреждении и общественном административном районе|2851
2855|Y25.3|Контакт со взрывчатым веществом с неопределенными намерениями. Падение на площадке для занятий спортом и спортивных соревнований|2851
2856|Y25.4|Контакт со взрывчатым веществом с неопределенными намерениями. На улице или автомагистрали|2851
2857|Y25.5|Контакт со взрывчатым веществом с неопределенными намерениями. В учреждении и районе торговли и обслуживания|2851
2858|Y25.6|Контакт со взрывчатым веществом с неопределенными намерениями. На производственных и строительных площадях и в помещениях|2851
2859|Y25.7|Контакт со взрывчатым веществом с неопределенными намерениями. На ферме|2851
2860|Y25.8|Контакт со взрывчатым веществом с неопределенными намерениями. В других уточненных местах|2851
